Date,GOOGL,Alphabet Inc.,Alphabet
2017-06-12,33.800000000000004,13.72,31.5
2017-06-13,37.96,13.72,39.0
2017-06-14,28.6,0.0,44.0
2017-06-15,33.800000000000004,0.0,36.5
2017-06-16,30.68,0.0,28.0
2017-06-17,11.440000000000001,0.0,32.5
2017-06-18,14.62,0.0,41.16
2017-06-19,28.38,0.0,38.22
2017-06-20,25.37,0.0,37.24
2017-06-21,15.48,0.0,34.79
2017-06-22,18.919999999999998,6.720000000000001,31.849999999999998
2017-06-23,15.049999999999999,0.0,38.71
2017-06-24,15.48,8.120000000000001,35.769999999999996
2017-06-25,16.0,0.0,35.25
2017-06-26,23.0,0.0,35.72
2017-06-27,35.0,0.0,32.9
2017-06-28,29.5,0.0,33.839999999999996
2017-06-29,35.5,0.0,35.72
2017-06-30,41.0,0.0,31.959999999999997
2017-07-01,17.5,0.0,33.37
2017-07-02,13.44,0.0,27.0
2017-07-03,16.8,0.0,34.65
2017-07-04,18.06,0.0,29.7
2017-07-05,21.0,0.0,33.75
2017-07-06,19.74,0.0,36.45
2017-07-07,18.06,0.0,35.550000000000004
2017-07-08,17.64,0.0,35.550000000000004
2017-07-09,18.92,0.0,42.32
2017-07-10,20.24,0.0,33.58
2017-07-11,15.84,0.0,34.96
2017-07-12,25.96,0.0,30.360000000000003
2017-07-13,22.88,0.0,32.660000000000004
2017-07-14,23.32,0.0,29.900000000000002
2017-07-15,13.64,0.0,33.58
2017-07-16,15.48,0.0,35.04
2017-07-17,20.64,0.0,43.199999999999996
2017-07-18,19.35,0.0,36.96
2017-07-19,23.22,0.0,33.6
2017-07-20,21.07,0.0,38.879999999999995
2017-07-21,17.63,0.0,34.56
2017-07-22,13.76,0.0,29.279999999999998
2017-07-23,11.399999999999999,0.0,32.64
2017-07-24,51.3,0.0,43.35
2017-07-25,56.99999999999999,0.0,51.0
2017-07-26,35.339999999999996,0.0,40.8
2017-07-27,26.22,0.0,41.31
2017-07-28,25.08,0.0,36.72
2017-07-29,13.11,0.0,36.21
2017-07-30,10.540000000000001,0.0,27.729999999999997
2017-07-31,14.620000000000001,0.0,33.37
2017-08-01,19.380000000000003,0.0,30.08
2017-08-02,22.78,11.700000000000001,29.61
2017-08-03,22.78,0.0,30.549999999999997
2017-08-04,19.720000000000002,0.0,32.43
2017-08-05,13.600000000000001,0.0,25.38
2017-08-06,22.0,0.0,31.720000000000002
2017-08-07,22.400000000000002,0.0,32.24
2017-08-08,25.6,12.88,32.76
2017-08-09,22.0,13.160000000000002,36.4
2017-08-10,27.200000000000003,0.0,37.44
2017-08-11,25.200000000000003,14.000000000000002,35.88
2017-08-12,11.600000000000001,0.0,31.200000000000003
2017-08-13,15.48,0.0,33.64
2017-08-14,30.53,13.440000000000001,37.699999999999996
2017-08-15,24.509999999999998,0.0,42.339999999999996
2017-08-16,27.52,0.0,41.76
2017-08-17,33.11,13.580000000000002,44.66
2017-08-18,35.69,0.0,45.82
2017-08-19,13.76,0.0,35.379999999999995
2017-08-20,13.629999999999999,0.0,40.87
2017-08-21,33.839999999999996,0.0,41.48
2017-08-22,39.949999999999996,0.0,57.339999999999996
2017-08-23,30.08,0.0,57.949999999999996
2017-08-24,45.12,0.0,52.46
2017-08-25,35.72,0.0,50.019999999999996
2017-08-26,22.09,0.0,40.26
2017-08-27,19.6,0.0,40.95
2017-08-28,36.26,0.0,50.7
2017-08-29,46.55,0.0,59.800000000000004
2017-08-30,39.2,0.0,65.0
2017-08-31,49.0,0.0,63.7
2017-09-01,30.87,0.0,46.800000000000004
2017-09-02,15.68,0.0,37.7
2017-09-03,22.540000000000003,0.0,32.64
2017-09-04,15.64,0.0,39.68
2017-09-05,33.120000000000005,0.0,50.56
2017-09-06,26.220000000000002,0.0,56.32
2017-09-07,30.360000000000003,0.0,58.24
2017-09-08,36.800000000000004,0.0,52.480000000000004
2017-09-09,11.5,0.0,33.92
2017-09-10,22.57,0.0,40.870000000000005
2017-09-11,44.53,0.0,54.27
2017-09-12,44.53,12.74,61.64
2017-09-13,56.12,12.74,59.63
2017-09-14,47.58,0.0,62.31
2017-09-15,46.36,0.0,50.92
2017-09-16,21.96,0.0,40.2
2017-09-17,22.229999999999997,0.0,46.9
2017-09-18,42.18,0.0,62.99999999999999
2017-09-19,39.9,0.0,61.599999999999994
2017-09-20,46.169999999999995,62.72,63.699999999999996
2017-09-21,43.88999999999999,64.0,65.8
2017-09-22,50.73,0.0,56.0
2017-09-23,28.499999999999996,0.0,42.0
2017-09-24,19.52,0.0,46.23
2017-09-25,42.699999999999996,0.0,52.44
2017-09-26,53.68,0.0,61.41
2017-09-27,61.0,0.0,69.0
2017-09-28,56.73,0.0,60.72
2017-09-29,45.75,0.0,57.269999999999996
2017-09-30,24.4,0.0,38.64
2017-10-01,21.45,0.0,43.56
2017-10-02,41.6,0.0,47.52
2017-10-03,37.050000000000004,0.0,54.78
2017-10-04,39.65,0.0,65.34
2017-10-05,46.800000000000004,24.75,58.74
2017-10-06,40.95,12.5,52.800000000000004
2017-10-07,16.25,0.0,42.9
2017-10-08,21.78,0.0,40.32
